기준년월,상권_코드_명,서비스_업종_코드_명,업종,상권_지리,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,아파트_단지_수,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,기준_년분기_코드,프랜차이즈_점포_수,개업_율,개업_점포_수,유사_업종_점포_수,점포_수,폐업_률,폐업_점포_수,상권_구분_코드,상권_구분_코드_명,상권_코드,평균거래단가,식료품지출_비중,접근성_점수,피크_요일,피크_시간대,주력_연령대,연도,분기,전년_분기코드,총_유동인구_수_prev,당월_매출_금액_prev,유동인구_YoY,매출_YoY,활력_유동_수준P,활력_유동_YoYP,활력_매출_수준P,활력_매출_YoYP,활력_접근성P,상권활력_지수
202412,강남구청역,양식음식점,피자,강남구청역,15763,9606,6157,2,3122,4861,3889,2434,1455,0,1301,2867,2680,1684,1074,2,1821,1994,1209,750,381,1303,596,707,114,217,302,236,198,236,47,90,143,105,99,112,67,127,159,131,99,124,796,0,796,88,2.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1780670,896712,883959,166862,305109,451392,395961,245246,216100,267156,354900,318451,324871,344788,170504,280574,280896,275379,285093,277849,204456,176426,21,3950137.0,8.0,1470778245.0,329245525.0,182485973.0,118566705.0,160296958.0,257034886.0,65902964.0,43337142.0,253366640.0,60541452.0,249135300.66666663,6925.333333333333,203419816.0,45715484.66666666,34142222.0,41799041.0,39936487.66666666,43697773.333333336,43844292.0,26316660.33333333,19398824.33333333,567134.6666666666,1867690.6666666667,119726773.0,30435181.33333333,68546031.0,27992490.0,86207070.0,93034443.33333331,703002.3333333334,35484453.333333336,64751721.66666666,36809038.0,30375839.0,11117458.666666666,5699.333333333333,1226.0,1024.6666666666667,1181.6666666666667,1017.0,1175.6666666666667,1300.3333333333333,715.6666666666666,510.3333333333333,6.0,45.333333333333336,4207.333333333333,991.0,1441.0,234.66666666666663,2267.6666666666665,3335.6666666666665,31.33333333333333,1312.3333333333333,2030.6666666666667,1187.3333333333333,754.3333333333334,286.6666666666667,20244,0.0,0.0,0.0,2.0,2.0,0.0,0.0,A,골목상권,3111083.0,35974.48507893723,0.22385803306466504,14.0,금요일,11~14,30,2024,4,20234,1863424.0,202925282.0,-4.440964589916197,22.771937636960697,86.0,32.0,97.0,84.0,93.0,81.75
202412,경수초등학교,양식음식점,기타세계요리,경수초등학교,4863,3114,1749,5,975,1337,1173,878,495,4,476,878,798,579,379,1,499,459,375,299,116,1844,940,904,182,221,308,265,287,581,85,110,168,146,148,283,97,111,140,119,139,298,915,0,915,11,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,989230,496245,492985,97932,204701,209502,161877,150533,164683,184369,200428,154537,164847,180770,104280,145465,146717,145207,148878,148304,130359,124301,17,2669023.0,6.0,1330547106.0,349168657.0,164327854.0,102767659.0,173182243.0,219151255.0,58354725.0,40440613.0,168491656.0,54662444.0,237849538.0,13371.666666666666,147939877.0,89909661.0,22865497.33333333,31596630.666666668,29452842.33333333,29476595.33333333,34548311.333333336,48511017.333333336,41398643.66666666,384225.0,15619956.666666666,70660865.33333333,73837217.33333333,57473541.333333336,19873732.33333333,71946379.33333333,141945263.33333334,4020421.0,84894695.33333333,69827106.33333333,29278899.33333333,20230129.666666668,5640391.333333333,9279.666666666666,4092.0,1585.0,1918.0,1918.3333333333333,1851.3333333333333,2007.0,2179.6666666666665,1912.3333333333333,3.333333333333333,1849.3333333333333,4178.333333333333,4358.666666666667,2735.333333333333,246.66666666666663,4324.333333333333,8154.666666666667,198.0,4527.0,4941.333333333333,1605.6666666666667,916.3333333333334,289.6666666666667,20231,0.0,0.0,0.0,5.0,5.0,0.0,0.0,A,골목상권,3110973.0,17787.576068802195,0.26242487426822453,2.5,토요일,14~17,20,2023,1,20221,,,,,26.190476190476193,,88.09523809523809,,42.857142857142854,53.06122448979592
202412,경수초등학교,양식음식점,동남아/인도음식,경수초등학교,4863,3114,1749,5,975,1337,1173,878,495,4,476,878,798,579,379,1,499,459,375,299,116,1844,940,904,182,221,308,265,287,581,85,110,168,146,148,283,97,111,140,119,139,298,915,0,915,11,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,989230,496245,492985,97932,204701,209502,161877,150533,164683,184369,200428,154537,164847,180770,104280,145465,146717,145207,148878,148304,130359,124301,17,2669023.0,6.0,1330547106.0,349168657.0,164327854.0,102767659.0,173182243.0,219151255.0,58354725.0,40440613.0,168491656.0,54662444.0,237849538.0,13371.666666666666,147939877.0,89909661.0,22865497.33333333,31596630.666666668,29452842.33333333,29476595.33333333,34548311.333333336,48511017.333333336,41398643.66666666,384225.0,15619956.666666666,70660865.33333333,73837217.33333333,57473541.333333336,19873732.33333333,71946379.33333333,141945263.33333334,4020421.0,84894695.33333333,69827106.33333333,29278899.33333333,20230129.666666668,5640391.333333333,9279.666666666666,4092.0,1585.0,1918.0,1918.3333333333333,1851.3333333333333,2007.0,2179.6666666666665,1912.3333333333333,3.333333333333333,1849.3333333333333,4178.333333333333,4358.666666666667,2735.333333333333,246.66666666666663,4324.333333333333,8154.666666666667,198.0,4527.0,4941.333333333333,1605.6666666666667,916.3333333333334,289.6666666666667,20241,0.0,0.0,0.0,5.0,5.0,20.0,1.0,A,골목상권,3111063.0,17787.576068802195,0.26242487426822453,2.5,토요일,14~17,20,2024,1,20231,989230.0,237849538.0,0.0,0.0,56.451612903225815,26.61290322580645,98.38709677419355,57.25806451612904,66.93548387096774,64.67741935483872
202412,경수초등학교,제과점,떡/한과,경수초등학교,4863,3114,1749,5,975,1337,1173,878,495,4,476,878,798,579,379,1,499,459,375,299,116,1844,940,904,182,221,308,265,287,581,85,110,168,146,148,283,97,111,140,119,139,298,915,0,915,11,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,989230,496245,492985,97932,204701,209502,161877,150533,164683,184369,200428,154537,164847,180770,104280,145465,146717,145207,148878,148304,130359,124301,17,2669023.0,6.0,1330547106.0,349168657.0,164327854.0,102767659.0,173182243.0,219151255.0,58354725.0,40440613.0,168491656.0,54662444.0,76413001.33333333,8060.5,55458084.5,20954916.83333333,9886855.5,10448551.666666666,12207648.833333334,10890250.5,12024778.0,11052645.5,9902271.333333334,0.0,10006134.5,31440187.83333333,21041534.33333333,13598117.0,327027.6666666667,21312716.83333333,43217781.333333336,1928882.5,24616841.33333333,20309087.666666668,9651077.0,6568182.166666667,1456428.6666666667,6426.5,1634.0,1207.6666666666667,1199.6666666666667,1384.8333333333333,1279.6666666666667,1354.6666666666667,865.8333333333334,768.1666666666666,0.0,1894.8333333333333,3295.333333333333,1910.1666666666667,940.8333333333334,19.33333333333333,2804.0,4514.666666666667,160.66666666666666,2568.6666666666665,2535.833333333333,1193.6666666666667,669.5,190.16666666666663,20233,5.0,6.0,1.0,16.0,11.0,0.0,0.0,D,발달상권,3120186.0,9479.933172053015,0.26242487426822453,2.5,수요일,11~14,20,2023,3,20223,,,,,66.66666666666666,,13.333333333333334,,73.33333333333333,49.52380952380952
202412,경수초등학교,한식음식점,백반/가정식,경수초등학교,4863,3114,1749,5,975,1337,1173,878,495,4,476,878,798,579,379,1,499,459,375,299,116,1844,940,904,182,221,308,265,287,581,85,110,168,146,148,283,97,111,140,119,139,298,915,0,915,11,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,989230,496245,492985,97932,204701,209502,161877,150533,164683,184369,200428,154537,164847,180770,104280,145465,146717,145207,148878,148304,130359,124301,17,2669023.0,6.0,1330547106.0,349168657.0,164327854.0,102767659.0,173182243.0,219151255.0,58354725.0,40440613.0,168491656.0,54662444.0,1371225723.0,45671.0,1093858800.6666667,277366922.3333333,191908521.3333333,227856427.66666663,221420285.3333333,222342727.66666663,230330838.66666663,191807156.3333333,85559766.0,4043669.3333333335,16920645.666666668,551620792.0,219022527.66666663,396145036.0,183473052.3333333,440632117.0,590566287.6666666,38151025.333333336,283196112.6666667,302677301.0,178696868.33333334,157161302.33333334,71315794.33333333,37245.0,8426.0,7004.666666666667,7141.333333333333,7232.666666666667,7901.0,7965.333333333333,5614.0,2812.0,69.33333333333333,634.6666666666666,23750.0,7429.333333333333,11065.333333333334,2722.333333333333,17694.0,20424.0,947.0,9944.666666666666,11923.0,6467.0,5951.0,2884.6666666666665,20232,0.0,0.0,0.0,1.0,1.0,0.0,0.0,A,골목상권,3111037.0,30023.99165772591,0.26242487426822453,2.5,금요일,11~14,30,2023,2,20222,,,,,66.96428571428571,,79.16666666666666,,65.32738095238095,70.8545918367347
202412,경수초등학교,제과점,베이커리,경수초등학교,4863,3114,1749,5,975,1337,1173,878,495,4,476,878,798,579,379,1,499,459,375,299,116,1844,940,904,182,221,308,265,287,581,85,110,168,146,148,283,97,111,140,119,139,298,915,0,915,11,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,989230,496245,492985,97932,204701,209502,161877,150533,164683,184369,200428,154537,164847,180770,104280,145465,146717,145207,148878,148304,130359,124301,17,2669023.0,6.0,1330547106.0,349168657.0,164327854.0,102767659.0,173182243.0,219151255.0,58354725.0,40440613.0,168491656.0,54662444.0,76413001.33333333,8060.5,55458084.5,20954916.83333333,9886855.5,10448551.666666666,12207648.833333334,10890250.5,12024778.0,11052645.5,9902271.333333334,0.0,10006134.5,31440187.83333333,21041534.33333333,13598117.0,327027.6666666667,21312716.83333333,43217781.333333336,1928882.5,24616841.33333333,20309087.666666668,9651077.0,6568182.166666667,1456428.6666666667,6426.5,1634.0,1207.6666666666667,1199.6666666666667,1384.8333333333333,1279.6666666666667,1354.6666666666667,865.8333333333334,768.1666666666666,0.0,1894.8333333333333,3295.333333333333,1910.1666666666667,940.8333333333334,19.33333333333333,2804.0,4514.666666666667,160.66666666666666,2568.6666666666665,2535.833333333333,1193.6666666666667,669.5,190.16666666666663,20244,0.0,0.0,0.0,3.0,3.0,0.0,0.0,A,골목상권,3110367.0,9479.933172053015,0.26242487426822453,2.5,수요일,11~14,20,2024,4,20234,989230.0,76413001.33333333,0.0,0.0,65.61085972850678,50.23364485981309,69.23076923076923,47.429906542056074,71.94570135746606,62.74908022159259
202412,경수초등학교,분식전문점,분식,경수초등학교,4863,3114,1749,5,975,1337,1173,878,495,4,476,878,798,579,379,1,499,459,375,299,116,1844,940,904,182,221,308,265,287,581,85,110,168,146,148,283,97,111,140,119,139,298,915,0,915,11,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,989230,496245,492985,97932,204701,209502,161877,150533,164683,184369,200428,154537,164847,180770,104280,145465,146717,145207,148878,148304,130359,124301,17,2669023.0,6.0,1330547106.0,349168657.0,164327854.0,102767659.0,173182243.0,219151255.0,58354725.0,40440613.0,168491656.0,54662444.0,17991817.333333332,1515.6666666666667,14954620.333333334,3037197.0,3681958.6666666665,3196670.0,3333234.6666666665,2660807.333333333,2081949.6666666667,1960539.0,1076658.0,0.0,210573.66666666663,12673374.0,2419396.6666666665,2688473.0,0.0,3657288.6666666665,6692195.666666667,125110.66666666669,5510691.0,2093403.6666666667,922472.0,1513664.6666666667,184142.0,1242.3333333333333,273.3333333333333,264.3333333333333,273.3333333333333,273.3333333333333,246.3333333333333,185.0,150.0,123.33333333333331,0.0,26.33333333333333,943.3333333333334,273.0,273.0,0.0,211.3333333333333,731.3333333333334,8.666666666666666,537.6666666666666,220.0,88.33333333333333,61.66666666666666,26.33333333333333,20244,0.0,0.0,0.0,22.0,22.0,0.0,0.0,U,관광특구,3001496.0,11870.563448427532,0.26242487426822453,2.5,월요일,11~14,20,2024,4,20234,989230.0,17991817.333333332,0.0,0.0,65.21739130434783,53.864734299516904,13.526570048309178,48.55072463768116,71.73913043478261,49.39613526570049
202412,경수초등학교,분식전문점,샌드위치/토스트,경수초등학교,4863,3114,1749,5,975,1337,1173,878,495,4,476,878,798,579,379,1,499,459,375,299,116,1844,940,904,182,221,308,265,287,581,85,110,168,146,148,283,97,111,140,119,139,298,915,0,915,11,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,989230,496245,492985,97932,204701,209502,161877,150533,164683,184369,200428,154537,164847,180770,104280,145465,146717,145207,148878,148304,130359,124301,17,2669023.0,6.0,1330547106.0,349168657.0,164327854.0,102767659.0,173182243.0,219151255.0,58354725.0,40440613.0,168491656.0,54662444.0,17991817.333333332,1515.6666666666667,14954620.333333334,3037197.0,3681958.6666666665,3196670.0,3333234.6666666665,2660807.333333333,2081949.6666666667,1960539.0,1076658.0,0.0,210573.66666666663,12673374.0,2419396.6666666665,2688473.0,0.0,3657288.6666666665,6692195.666666667,125110.66666666669,5510691.0,2093403.6666666667,922472.0,1513664.6666666667,184142.0,1242.3333333333333,273.3333333333333,264.3333333333333,273.3333333333333,273.3333333333333,246.3333333333333,185.0,150.0,123.33333333333331,0.0,26.33333333333333,943.3333333333334,273.0,273.0,0.0,211.3333333333333,731.3333333333334,8.666666666666666,537.6666666666666,220.0,88.33333333333333,61.66666666666666,26.33333333333333,20244,1.0,0.0,0.0,7.0,6.0,0.0,0.0,D,발달상권,3120209.0,11870.563448427532,0.26242487426822453,2.5,월요일,11~14,20,2024,4,20234,915430.0,17991817.333333332,8.061785171995673,0.0,47.82608695652174,90.9090909090909,11.594202898550725,59.09090909090909,54.347826086956516,48.224637681159415
202412,경수초등학교,제과점,아이스크림/빙수,경수초등학교,4863,3114,1749,5,975,1337,1173,878,495,4,476,878,798,579,379,1,499,459,375,299,116,1844,940,904,182,221,308,265,287,581,85,110,168,146,148,283,97,111,140,119,139,298,915,0,915,11,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,989230,496245,492985,97932,204701,209502,161877,150533,164683,184369,200428,154537,164847,180770,104280,145465,146717,145207,148878,148304,130359,124301,17,2669023.0,6.0,1330547106.0,349168657.0,164327854.0,102767659.0,173182243.0,219151255.0,58354725.0,40440613.0,168491656.0,54662444.0,76413001.33333333,8060.5,55458084.5,20954916.83333333,9886855.5,10448551.666666666,12207648.833333334,10890250.5,12024778.0,11052645.5,9902271.333333334,0.0,10006134.5,31440187.83333333,21041534.33333333,13598117.0,327027.6666666667,21312716.83333333,43217781.333333336,1928882.5,24616841.33333333,20309087.666666668,9651077.0,6568182.166666667,1456428.6666666667,6426.5,1634.0,1207.6666666666667,1199.6666666666667,1384.8333333333333,1279.6666666666667,1354.6666666666667,865.8333333333334,768.1666666666666,0.0,1894.8333333333333,3295.333333333333,1910.1666666666667,940.8333333333334,19.33333333333333,2804.0,4514.666666666667,160.66666666666666,2568.6666666666665,2535.833333333333,1193.6666666666667,669.5,190.16666666666663,20233,0.0,0.0,0.0,2.0,2.0,0.0,0.0,D,발달상권,3120150.0,9479.933172053015,0.26242487426822453,2.5,수요일,11~14,20,2023,3,20223,,,,,73.7864077669903,,66.99029126213593,,65.0485436893204,68.86269070735091
202412,경수초등학교,양식음식점,양식,경수초등학교,4863,3114,1749,5,975,1337,1173,878,495,4,476,878,798,579,379,1,499,459,375,299,116,1844,940,904,182,221,308,265,287,581,85,110,168,146,148,283,97,111,140,119,139,298,915,0,915,11,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,989230,496245,492985,97932,204701,209502,161877,150533,164683,184369,200428,154537,164847,180770,104280,145465,146717,145207,148878,148304,130359,124301,17,2669023.0,6.0,1330547106.0,349168657.0,164327854.0,102767659.0,173182243.0,219151255.0,58354725.0,40440613.0,168491656.0,54662444.0,237849538.0,13371.666666666666,147939877.0,89909661.0,22865497.33333333,31596630.666666668,29452842.33333333,29476595.33333333,34548311.333333336,48511017.333333336,41398643.66666666,384225.0,15619956.666666666,70660865.33333333,73837217.33333333,57473541.333333336,19873732.33333333,71946379.33333333,141945263.33333334,4020421.0,84894695.33333333,69827106.33333333,29278899.33333333,20230129.666666668,5640391.333333333,9279.666666666666,4092.0,1585.0,1918.0,1918.3333333333333,1851.3333333333333,2007.0,2179.6666666666665,1912.3333333333333,3.333333333333333,1849.3333333333333,4178.333333333333,4358.666666666667,2735.333333333333,246.66666666666663,4324.333333333333,8154.666666666667,198.0,4527.0,4941.333333333333,1605.6666666666667,916.3333333333334,289.6666666666667,20243,0.0,0.0,0.0,1.0,1.0,0.0,0.0,R,전통시장,3130141.0,17787.576068802195,0.26242487426822453,2.5,토요일,14~17,20,2024,3,20233,1195368.0,250908672.66666663,-17.24473132959892,-5.204736260358665,62.74038461538461,1.201923076923077,96.875,28.125,68.02884615384616,57.90865384615385
